"FECHA HECHO","COD_DEPTO","DEPARTAMENTO","COD_MUNI","MUNICIPIO","CANTIDAD"
"03/27/2026","66","RISARALDA","66001","PEREIRA","1"
"03/26/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/26/2026","50","META","50001","VILLAVICENCIO","1"
"03/25/2026","18","CAQUETA","18094","BELEN DE LOS ANDAQUIES","1"
"03/25/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/25/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/25/2026","70","SUCRE","70110","BUENAVISTA","1"
"03/25/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/25/2026","54","NORTE DE SANTANDER","54001","CUCUTA","1"
"03/25/2026","73","TOLIMA","73001","IBAGUE","1"
"03/25/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/25/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/25/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/25/2026","73","TOLIMA","73449","MELGAR","1"
"03/25/2026","41","HUILA","41001","NEIVA","1"
"03/25/2026","19","CAUCA","19001","POPAYAN","1"
"03/25/2026","44","LA GUAJIRA","44001","RIOHACHA","1"
"03/25/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/24/2026","50","META","50124","CABUYARO","1"
"03/24/2026","76","VALLE DEL CAUCA","76248","EL CERRITO","1"
"03/24/2026","05","ANTIOQUIA","05364","JARDIN","1"
"03/24/2026","18","CAQUETA","18410","LA MONTAÑITA","1"
"03/24/2026","27","CHOCO","27615","RIOSUCIO","1"
"03/24/2026","76","VALLE DEL CAUCA","76834","TULUA","1"
"03/24/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/24/2026","85","CASANARE","85001","YOPAL","1"
"03/23/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/23/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/23/2026","44","LA GUAJIRA","44430","MAICAO","1"
"03/23/2026","44","LA GUAJIRA","44430","MAICAO","1"
"03/23/2026","15","BOYACA","15572","PUERTO BOYACA","1"
"03/23/2026","08","ATLANTICO","08573","PUERTO COLOMBIA","1"
"03/22/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/22/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/22/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/22/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/22/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/21/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/21/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/21/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/21/2026","20","CESAR","20238","EL COPEY","1"
"03/21/2026","47","MAGDALENA","47288","FUNDACION","1"
"03/21/2026","47","MAGDALENA","47288","FUNDACION","1"
"03/21/2026","47","MAGDALENA","47288","FUNDACION","1"
"03/21/2026","63","QUINDIO","63401","LA TEBAIDA","1"
"03/21/2026","81","ARAUCA","81001","ARAUCA","1"
"03/21/2026","63","QUINDIO","63001","ARMENIA","1"
"03/20/2026","44","LA GUAJIRA","44078","BARRANCAS","1"
"03/20/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/20/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/20/2026","73","TOLIMA","73001","IBAGUE","1"
"03/20/2026","05","ANTIOQUIA","05400","LA UNION","1"
"03/20/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/20/2026","52","NARIÑO","52001","PASTO","1"
"03/20/2026","19","CAUCA","19001","POPAYAN","1"
"03/20/2026","18","CAQUETA","18592","PUERTO RICO","1"
"03/20/2026","50","META","50606","RESTREPO","1"
"03/20/2026","47","MAGDALENA","47660","SABANAS DE SAN ANGEL","1"
"03/20/2026","70","SUCRE","70820","SANTIAGO DE TOLU","1"
"03/20/2026","70","SUCRE","70001","SINCELEJO","1"
"03/20/2026","25","CUNDINAMARCA","25754","SOACHA","1"
"03/20/2026","76","VALLE DEL CAUCA","76834","TULUA","1"
"03/19/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/19/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/19/2026","18","CAQUETA","18256","EL PAUJIL","1"
"03/19/2026","18","CAQUETA","18001","FLORENCIA","1"
"03/19/2026","50","META","50313","GRANADA","1"
"03/19/2026","52","NARIÑO","52356","IPIALES","1"
"03/19/2026","73","TOLIMA","73443","SAN SEBASTIAN DE MARIQUITA","1"
"03/19/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/19/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/19/2026","76","VALLE DEL CAUCA","76520","PALMIRA","1"
"03/19/2026","54","NORTE DE SANTANDER","54518","PAMPLONA","1"
"03/19/2026","41","HUILA","41551","PITALITO","1"
"03/19/2026","47","MAGDALENA","47001","SANTA MARTA","1"
"03/19/2026","76","VALLE DEL CAUCA","76834","TULUA","1"
"03/19/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/18/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/18/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/18/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/18/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/18/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/18/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/18/2026","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1"
"03/18/2026","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1"
"03/18/2026","63","QUINDIO","63130","CALARCA","1"
"03/18/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/18/2026","44","LA GUAJIRA","44090","DIBULLA","1"
"03/18/2026","50","META","50313","GRANADA","1"
"03/18/2026","73","TOLIMA","73001","IBAGUE","1"
"03/18/2026","41","HUILA","41357","IQUIRA","1"
"03/18/2026","05","ANTIOQUIA","05364","JARDIN","1"
"03/18/2026","50","META","50400","LEJANIAS","1"
"03/18/2026","76","VALLE DEL CAUCA","76520","PALMIRA","1"
"03/18/2026","76","VALLE DEL CAUCA","76520","PALMIRA","1"
"03/18/2026","76","VALLE DEL CAUCA","76520","PALMIRA","1"
"03/18/2026","66","RISARALDA","66001","PEREIRA","1"
"03/18/2026","73","TOLIMA","73616","RIOBLANCO","1"
"03/18/2026","76","VALLE DEL CAUCA","76622","ROLDANILLO","1"
"03/18/2026","47","MAGDALENA","47001","SANTA MARTA","1"
"03/18/2026","19","CAUCA","19698","SANTANDER DE QUILICHAO","1"
"03/18/2026","68","SANTANDER","68755","SOCORRO","1"
"03/18/2026","15","BOYACA","15759","SOGAMOSO","1"
"03/18/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/18/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/17/2026","41","HUILA","41001","NEIVA","1"
"03/17/2026","41","HUILA","41001","NEIVA","1"
"03/17/2026","76","VALLE DEL CAUCA","76520","PALMIRA","1"
"03/17/2026","73","TOLIMA","73555","PLANADAS","1"
"03/17/2026","19","CAUCA","19001","POPAYAN","1"
"03/17/2026","08","ATLANTICO","08573","PUERTO COLOMBIA","1"
"03/17/2026","50","META","50568","PUERTO GAITAN","1"
"03/17/2026","50","META","50573","PUERTO LOPEZ","1"
"03/17/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/17/2026","50","META","50001","VILLAVICENCIO","1"
"03/17/2026","50","META","50001","VILLAVICENCIO","1"
"03/17/2026","50","META","50006","ACACIAS","1"
"03/17/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/17/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/17/2026","05","ANTIOQUIA","05088","BELLO","1"
"03/17/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/17/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/17/2026","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1"
"03/17/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/17/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/17/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/17/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/17/2026","05","ANTIOQUIA","05206","CONCEPCION","1"
"03/17/2026","13","BOLIVAR","13244","EL CARMEN DE BOLIVAR","1"
"03/17/2026","94","GUAINIA","94001","INIRIDA","1"
"03/17/2026","20","CESAR","20400","LA JAGUA DE IBIRICO","1"
"03/17/2026","85","CASANARE","85139","MANI","1"
"03/17/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/17/2026","85","CASANARE","85162","MONTERREY","1"
"03/16/2026","50","META","50006","ACACIAS","1"
"03/16/2026","20","CESAR","20013","AGUSTIN CODAZZI","1"
"03/16/2026","25","CUNDINAMARCA","25040","ANOLAIMA","1"
"03/16/2026","13","BOLIVAR","13052","ARJONA","1"
"03/16/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/16/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/16/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/16/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/16/2026","54","NORTE DE SANTANDER","54001","CUCUTA","1"
"03/16/2026","54","NORTE DE SANTANDER","54001","CUCUTA","1"
"03/16/2026","13","BOLIVAR","13268","EL PEÑON","1"
"03/16/2026","27","CHOCO","27361","ISTMINA","1"
"03/16/2026","68","SANTANDER","68406","LEBRIJA","1"
"03/16/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/16/2026","52","NARIÑO","52001","PASTO","1"
"03/16/2026","66","RISARALDA","66001","PEREIRA","1"
"03/16/2026","41","HUILA","41551","PITALITO","1"
"03/16/2026","50","META","50590","PUERTO RICO","1"
"03/16/2026","27","CHOCO","27001","QUIBDO","1"
"03/16/2026","88","SAN ANDRES ISLAS","88001","SAN ANDRES","1"
"03/16/2026","50","META","50686","SAN JUANITO","1"
"03/16/2026","66","RISARALDA","66682","SANTA ROSA DE CABAL","1"
"03/16/2026","70","SUCRE","70001","SINCELEJO","1"
"03/16/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/16/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/16/2026","41","HUILA","41797","TESALIA","1"
"03/16/2026","54","NORTE DE SANTANDER","54810","TIBU","1"
"03/16/2026","19","CAUCA","19807","TIMBIO","1"
"03/16/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/16/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/16/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/16/2026","50","META","50001","VILLAVICENCIO","1"
"03/16/2026","85","CASANARE","85001","YOPAL","1"
"03/15/2026","68","SANTANDER","68077","BARBOSA","1"
"03/15/2026","73","TOLIMA","73001","IBAGUE","1"
"03/15/2026","05","ANTIOQUIA","05360","ITAGUI","1"
"03/15/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/15/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/15/2026","41","HUILA","41551","PITALITO","1"
"03/15/2026","52","NARIÑO","52585","PUPIALES","1"
"03/15/2026","18","CAQUETA","18610","SAN JOSE DEL FRAGUA","1"
"03/15/2026","15","BOYACA","15001","TUNJA","1"
"03/15/2026","50","META","50001","VILLAVICENCIO","1"
"03/14/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/14/2026","05","ANTIOQUIA","05088","BELLO","1"
"03/14/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/14/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/14/2026","05","ANTIOQUIA","05266","ENVIGADO","1"
"03/14/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/14/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/14/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/14/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/14/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/14/2026","50","META","50686","SAN JUANITO","1"
"03/14/2026","54","NORTE DE SANTANDER","54810","TIBU","1"
"03/14/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/14/2026","54","NORTE DE SANTANDER","54001","CUCUTA","1"
"03/13/2026","20","CESAR","20013","AGUSTIN CODAZZI","1"
"03/13/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/13/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/13/2026","68","SANTANDER","68001","BUCARAMANGA","1"
"03/13/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/13/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/13/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/13/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/13/2026","70","SUCRE","70215","COROZAL","1"
"03/13/2026","23","CORDOBA","23001","MONTERIA","1"
"03/13/2026","08","ATLANTICO","08573","PUERTO COLOMBIA","1"
"03/13/2026","27","CHOCO","27001","QUIBDO","1"
"03/13/2026","70","SUCRE","70001","SINCELEJO","1"
"03/13/2026","25","CUNDINAMARCA","25754","SOACHA","1"
"03/13/2026","81","ARAUCA","81794","TAME","1"
"03/13/2026","50","META","50001","VILLAVICENCIO","1"
"03/13/2026","50","META","50001","VILLAVICENCIO","1"
"03/13/2026","50","META","50006","ACACIAS","1"
"03/12/2026","20","CESAR","20013","AGUSTIN CODAZZI","1"
"03/12/2026","68","SANTANDER","68081","BARRANCABERMEJA","1"
"03/12/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/12/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/12/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/12/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/12/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/12/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/12/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/12/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/12/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/12/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/12/2026","05","ANTIOQUIA","05360","ITAGUI","1"
"03/12/2026","54","NORTE DE SANTANDER","54405","LOS PATIOS","1"
"03/12/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/12/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/12/2026","47","MAGDALENA","47460","NUEVA GRANADA","1"
"03/12/2026","76","VALLE DEL CAUCA","76520","PALMIRA","1"
"03/12/2026","52","NARIÑO","52001","PASTO","1"
"03/12/2026","19","CAUCA","19001","POPAYAN","1"
"03/12/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/12/2026","76","VALLE DEL CAUCA","76834","TULUA","1"
"03/12/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/11/2026","85","CASANARE","85010","AGUAZUL","1"
"03/11/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/11/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/11/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/11/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/11/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/11/2026","68","SANTANDER","68001","BUCARAMANGA","1"
"03/11/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/11/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/11/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/11/2026","18","CAQUETA","18001","FLORENCIA","1"
"03/11/2026","68","SANTANDER","68276","FLORIDABLANCA","1"
"03/11/2026","76","VALLE DEL CAUCA","76364","JAMUNDI","1"
"03/11/2026","70","SUCRE","70418","LOS PALMITOS","1"
"03/11/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/11/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/11/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/11/2026","73","TOLIMA","73449","MELGAR","1"
"03/11/2026","23","CORDOBA","23001","MONTERIA","1"
"03/11/2026","23","CORDOBA","23001","MONTERIA","1"
"03/11/2026","41","HUILA","41001","NEIVA","1"
"03/11/2026","41","HUILA","41001","NEIVA","1"
"03/11/2026","44","LA GUAJIRA","44001","RIOHACHA","1"
"03/11/2026","13","BOLIVAR","13657","SAN JUAN NEPOMUCENO","1"
"03/11/2026","47","MAGDALENA","47001","SANTA MARTA","1"
"03/11/2026","19","CAUCA","19698","SANTANDER DE QUILICHAO","1"
"03/11/2026","70","SUCRE","70001","SINCELEJO","1"
"03/11/2026","25","CUNDINAMARCA","25754","SOACHA","1"
"03/11/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/11/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/11/2026","85","CASANARE","85410","TAURAMENA","1"
"03/11/2026","85","CASANARE","85001","YOPAL","1"
"03/10/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/10/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/10/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/10/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/10/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/10/2026","05","ANTIOQUIA","05380","LA ESTRELLA","1"
"03/10/2026","99","VICHADA","99524","LA PRIMAVERA","1"
"03/10/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/10/2026","54","NORTE DE SANTANDER","54498","OCAÑA","1"
"03/10/2026","50","META","50577","PUERTO LLERAS","1"
"03/10/2026","44","LA GUAJIRA","44001","RIOHACHA","1"
"03/10/2026","08","ATLANTICO","08634","SABANAGRANDE","1"
"03/10/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/10/2026","18","CAQUETA","18785","SOLITA","1"
"03/10/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/10/2026","85","CASANARE","85001","YOPAL","1"
"03/09/2026","66","RISARALDA","66170","DOSQUEBRADAS","1"
"03/09/2026","05","ANTIOQUIA","05240","EBEJICO","1"
"03/09/2026","68","SANTANDER","68276","FLORIDABLANCA","1"
"03/09/2026","76","VALLE DEL CAUCA","76111","GUADALAJARA DE BUGA","1"
"03/09/2026","85","CASANARE","85125","HATO COROZAL","1"
"03/09/2026","73","TOLIMA","73001","IBAGUE","1"
"03/09/2026","52","NARIÑO","52418","LOS ANDES","1"
"03/09/2026","20","CESAR","20443","MANAURE BALCON DEL CESAR","1"
"03/09/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/09/2026","54","NORTE DE SANTANDER","54518","PAMPLONA","1"
"03/09/2026","66","RISARALDA","66001","PEREIRA","1"
"03/09/2026","68","SANTANDER","68547","PIEDECUESTA","1"
"03/09/2026","23","CORDOBA","23555","PLANETA RICA","1"
"03/09/2026","85","CASANARE","85263","PORE","1"
"03/09/2026","27","CHOCO","27001","QUIBDO","1"
"03/09/2026","76","VALLE DEL CAUCA","76622","ROLDANILLO","1"
"03/09/2026","47","MAGDALENA","47660","SABANAS DE SAN ANGEL","1"
"03/09/2026","52","NARIÑO","52835","SAN ANDRES DE TUMACO","1"
"03/09/2026","19","CAUCA","19698","SANTANDER DE QUILICHAO","1"
"03/09/2026","25","CUNDINAMARCA","25754","SOACHA","1"
"03/09/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/09/2026","76","VALLE DEL CAUCA","76834","TULUA","1"
"03/09/2026","13","BOLIVAR","13836","TURBACO","1"
"03/09/2026","25","CUNDINAMARCA","25873","VILLAPINZON","1"
"03/09/2026","50","META","50001","VILLAVICENCIO","1"
"03/09/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/09/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/09/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/09/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/09/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/09/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/09/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/09/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/09/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/09/2026","73","TOLIMA","73124","CAJAMARCA","1"
"03/09/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/09/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/09/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/09/2026","73","TOLIMA","73148","CARMEN DE APICALA","1"
"03/09/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/09/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/09/2026","50","META","50001","VILLAVICENCIO","1"
"03/09/2026","85","CASANARE","85001","YOPAL","1"
"03/09/2026","85","CASANARE","85001","YOPAL","1"
"03/09/2026","19","CAUCA","19212","CORINTO","1"
"03/09/2026","76","VALLE DEL CAUCA","76020","ALCALA","1"
"03/09/2026","63","QUINDIO","63001","ARMENIA","1"
"03/09/2026","44","LA GUAJIRA","44078","BARRANCAS","1"
"03/09/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/08/2026","50","META","50006","ACACIAS","1"
"03/08/2026","08","ATLANTICO","08078","BARANOA","1"
"03/08/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/08/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/08/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/08/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/08/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/08/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/08/2026","76","VALLE DEL CAUCA","76109","BUENAVENTURA","1"
"03/08/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/08/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/08/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/08/2026","54","NORTE DE SANTANDER","54001","CUCUTA","1"
"03/08/2026","05","ANTIOQUIA","05250","EL BAGRE","1"
"03/08/2026","41","HUILA","41298","GARZON","1"
"03/08/2026","73","TOLIMA","73001","IBAGUE","1"
"03/08/2026","73","TOLIMA","73411","LIBANO","1"
"03/08/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/08/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/08/2026","13","BOLIVAR","13468","SANTA CRUZ DE MOMPOX","1"
"03/08/2026","15","BOYACA","15516","PAIPA","1"
"03/08/2026","44","LA GUAJIRA","44001","RIOHACHA","1"
"03/08/2026","05","ANTIOQUIA","05615","RIONEGRO","1"
"03/08/2026","05","ANTIOQUIA","05631","SABANETA","1"
"03/08/2026","54","NORTE DE SANTANDER","54720","SARDINATA","1"
"03/08/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/08/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/08/2026","44","LA GUAJIRA","44847","URIBIA","1"
"03/08/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/08/2026","50","META","50001","VILLAVICENCIO","1"
"03/07/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/07/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/07/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/07/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/07/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/07/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/07/2026","13","BOLIVAR","13001","CARTAGENA DE INDIAS","1"
"03/07/2026","73","TOLIMA","73168","CHAPARRAL","1"
"03/07/2026","17","CALDAS","17272","FILADELFIA","1"
"03/07/2026","08","ATLANTICO","08296","GALAPA","1"
"03/07/2026","50","META","50313","GRANADA","1"
"03/07/2026","73","TOLIMA","73001","IBAGUE","1"
"03/07/2026","44","LA GUAJIRA","44560","MANAURE","1"
"03/07/2026","44","LA GUAJIRA","44560","MANAURE","1"
"03/07/2026","85","CASANARE","85230","OROCUE","1"
"03/07/2026","47","MAGDALENA","47555","PLATO","1"
"03/07/2026","66","RISARALDA","66682","SANTA ROSA DE CABAL","1"
"03/07/2026","19","CAUCA","19698","SANTANDER DE QUILICHAO","1"
"03/07/2026","08","ATLANTICO","08685","SANTO TOMAS","1"
"03/07/2026","08","ATLANTICO","08685","SANTO TOMAS","1"
"03/07/2026","54","NORTE DE SANTANDER","54720","SARDINATA","1"
"03/07/2026","19","CAUCA","19821","TORIBIO","1"
"03/07/2026","20","CESAR","20001","VALLEDUPAR","1"
"03/07/2026","50","META","50001","VILLAVICENCIO","1"
"03/06/2026","50","META","50313","GRANADA","1"
"03/06/2026","05","ANTIOQUIA","05361","ITUANGO","1"
"03/06/2026","05","ANTIOQUIA","05364","JARDIN","1"
"03/06/2026","13","BOLIVAR","13430","MAGANGUE","1"
"03/06/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/06/2026","05","ANTIOQUIA","05001","MEDELLIN","1"
"03/06/2026","05","ANTIOQUIA","05480","MUTATA","1"
"03/06/2026","41","HUILA","41001","NEIVA","1"
"03/06/2026","41","HUILA","41551","PITALITO","1"
"03/06/2026","27","CHOCO","27001","QUIBDO","1"
"03/06/2026","27","CHOCO","27001","QUIBDO","1"
"03/06/2026","05","ANTIOQUIA","05604","REMEDIOS","1"
"03/06/2026","70","SUCRE","70717","SAN PEDRO","1"
"03/06/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/06/2026","08","ATLANTICO","08758","SOLEDAD","1"
"03/06/2026","13","BOLIVAR","13836","TURBACO","1"
"03/06/2026","05","ANTIOQUIA","05854","VALDIVIA","1"
"03/06/2026","50","META","50001","VILLAVICENCIO","1"
"03/06/2026","47","MAGDALENA","47053","ARACATACA","1"
"03/06/2026","73","TOLIMA","73067","ATACO","1"
"03/06/2026","08","ATLANTICO","08001","BARRANQUILLA","1"
"03/06/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/06/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/06/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/06/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/06/2026","11","BOGOTA D.C.","11001","BOGOTA D.C.","1"
"03/06/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/06/2026","76","VALLE DEL CAUCA","76001","CALI","1"
"03/06/2026","76","VALLE DEL CAUCA","76001","CALI","1"
